file,pointer,navStyle,currentSource,navMode,fileName,pathOverride,confidence,note
lib/stac/tobank/flows/user_validation/json_upload/user_validation_intro.json,/child/body/child/children[3]/child/children[0]/child/child/children[4]/child/children[2]/child/children[1]/onTap,push,url=http://192.168.179.21:8101/api/configurations/v1.0/configs/resolve/ipaam.builder.form.form.user_validation_report_detail/1,apiJson,user_validation_report_detail,,auto,"real resolveUrl, address-equal"
lib/stac/tobank/flows/user_validation/json_upload/user_validation_intro.json,/child/body/child/children[3]/child/children[0]/child/child/children[4]/child/children[4]/child/children[1]/onTap,push,url=http://192.168.179.21:8101/api/configurations/v1.0/configs/resolve/ipaam.builder.form.form.user_validation_report_detail/1,apiJson,user_validation_report_detail,,auto,"real resolveUrl, address-equal"
lib/stac/tobank/flows/user_validation/json_upload/user_validation_intro.json,/child/body/child/children[3]/child/children[1]/child/child/children[4]/onPressed/actions[1]/sheet/child/child/child/child/children[14]/child/onPressed/sheet/child/child/child/children[6]/onPressed/dialog/child/child/children[4]/children[0]/child/onPressed/actions[1],push,url=http://192.168.179.21:8101/api/configurations/v1.0/configs/resolve/ipaam.builder.form.form.user_validation_receipt/1,apiJson,user_validation_receipt,,auto,"real resolveUrl, address-equal"
lib/stac/tobank/flows/user_validation/json_upload/user_validation_intro.json,/child/body/child/children[3]/child/children[1]/child/child/children[4]/onPressed/actions[1]/sheet/child/child/child/child/children[14]/replacement/onPressed/dialog/child/child/children[4]/children[0]/child/onPressed/actions[1],push,url=http://192.168.179.21:8101/api/configurations/v1.0/configs/resolve/ipaam.builder.form.form.user_validation_receipt/1,apiJson,user_validation_receipt,,auto,"real resolveUrl, address-equal"
lib/stac/tobank/flows/user_validation/json_upload/user_validation_preview.json,/appBar/actions[0]/child/onPressed,pop,pop,,,,skip,no source / pop
lib/stac/tobank/flows/user_validation/json_upload/user_validation_receipt.json,/appBar/actions[0]/child/onPressed,pop,pop,,,,skip,no source / pop
lib/stac/tobank/flows/user_validation/json_upload/user_validation_receipt.json,/body/child/child/children[9]/child/children[0]/children[3]/onTap,push,url=http://192.168.179.21:8101/api/configurations/v1.0/configs/resolve/ipaam.builder.form.form.user_validation_preview/1,apiJson,user_validation_preview,,auto,"real resolveUrl, address-equal"
lib/stac/tobank/flows/user_validation/json_upload/user_validation_report_detail.json,/appBar/actions[0]/child/onPressed,pop,pop,,,,skip,no source / pop
lib/stac/tobank/flows/user_validation/json_upload/user_validation_report_detail.json,/body/child/children[1]/child/child/children[0]/children[3]/onTap,push,url=http://192.168.179.21:8101/api/configurations/v1.0/configs/resolve/ipaam.builder.form.form.user_validation_preview/1,apiJson,user_validation_preview,,auto,"real resolveUrl, address-equal"
lib/stac/tobank/flows/verify_identity/json/test_screen.json,/appBar/actions[0]/child/onPressed,pop,pop,,,,skip,no source / pop
lib/stac/tobank/flows/verify_identity/json/verify_identity_certificate_generator.json,/child/appBar/actions[0]/child/onPressed,pop,pop,,,,skip,no source / pop
lib/stac/tobank/flows/verify_identity/json/verify_identity_certificate_generator.json,/child/body/child/child/children[1]/child/onPressed,push,routeName=verify_identity_final,dart,verify_identity_final,,auto,"routeName is registered dart key, address-equal"
lib/stac/tobank/flows/verify_identity/json/verify_identity_final.json,/appBar/actions[0]/child/onPressed,pop,pop,,,,skip,no source / pop
lib/stac/tobank/flows/verify_identity/json/verify_identity_final.json,/body/child/child/children[1]/onPressed,push,routeName=verify_identity_registration,dart,verify_identity_registration,,auto,"routeName is registered dart key, address-equal"
lib/stac/tobank/flows/verify_identity/json/verify_identity_intro.json,/child/appBar/actions[0]/child/onPressed,pop,pop,,,,skip,no source / pop
lib/stac/tobank/flows/verify_identity/json/verify_identity_intro.json,/child/body/child/children[1]/child/onPressed,push,routeName=verify_identity_preregister,dart,verify_identity_preregister,,auto,"routeName is registered dart key, address-equal"
lib/stac/tobank/flows/verify_identity/json/verify_identity_job_selector.json,/appBar/leading/onPressed,pop,pop,,,,skip,no source / pop
lib/stac/tobank/flows/verify_identity/json/verify_identity_job_selector.json,/body/child/children[3]/child/child/children[0]/onTap/actions[1],pop,pop,,,,skip,no source / pop
lib/stac/tobank/flows/verify_identity/json/verify_identity_job_selector.json,/body/child/children[3]/child/child/children[1]/onTap/actions[1],pop,pop,,,,skip,no source / pop
lib/stac/tobank/flows/verify_identity/json/verify_identity_job_selector.json,/body/child/children[3]/child/child/children[2]/onTap/actions[1],pop,pop,,,,skip,no source / pop
lib/stac/tobank/flows/verify_identity/json/verify_identity_job_selector.json,/body/child/children[3]/child/child/children[3]/onTap/actions[1],pop,pop,,,,skip,no source / pop
lib/stac/tobank/flows/verify_identity/json/verify_identity_job_selector.json,/body/child/children[3]/child/child/children[4]/onTap/actions[1],pop,pop,,,,skip,no source / pop
lib/stac/tobank/flows/verify_identity/json/verify_identity_job_selector.json,/body/child/children[3]/child/child/children[5]/onTap/actions[1],pop,pop,,,,skip,no source / pop
lib/stac/tobank/flows/verify_identity/json/verify_identity_job_selector.json,/body/child/children[3]/child/child/children[6]/onTap/actions[1],pop,pop,,,,skip,no source / pop
lib/stac/tobank/flows/verify_identity/json/verify_identity_job_selector.json,/body/child/children[3]/child/child/children[7]/onTap/actions[1],pop,pop,,,,skip,no source / pop
lib/stac/tobank/flows/verify_identity/json/verify_identity_job_selector.json,/body/child/children[3]/child/child/children[8]/onTap/actions[1],pop,pop,,,,skip,no source / pop
lib/stac/tobank/flows/verify_identity/json/verify_identity_job_selector.json,/body/child/children[3]/child/child/children[9]/onTap/actions[1],pop,pop,,,,skip,no source / pop
lib/stac/tobank/flows/verify_identity/json/verify_identity_job_selector.json,/body/child/children[3]/child/child/children[10]/onTap/actions[1],pop,pop,,,,skip,no source / pop
lib/stac/tobank/flows/verify_identity/json/verify_identity_job_selector.json,/body/child/children[3]/child/child/children[11]/onTap/actions[1],pop,pop,,,,skip,no source / pop
lib/stac/tobank/flows/verify_identity/json/verify_identity_job_selector.json,/body/child/children[3]/child/child/children[12]/onTap/actions[1],pop,pop,,,,skip,no source / pop
lib/stac/tobank/flows/verify_identity/json/verify_identity_job_selector.json,/body/child/children[3]/child/child/children[13]/onTap/actions[1],pop,pop,,,,skip,no source / pop
lib/stac/tobank/flows/verify_identity/json/verify_identity_job_selector.json,/body/child/children[3]/child/child/children[14]/onTap/actions[1],pop,pop,,,,skip,no source / pop
lib/stac/tobank/flows/verify_identity/json/verify_identity_job_selector.json,/body/child/children[3]/child/child/children[15]/onTap/actions[1],pop,pop,,,,skip,no source / pop
lib/stac/tobank/flows/verify_identity/json/verify_identity_job_selector.json,/body/child/children[3]/child/child/children[16]/onTap/actions[1],pop,pop,,,,skip,no source / pop
lib/stac/tobank/flows/verify_identity/json/verify_identity_national_card_back.json,/child/appBar/actions[0]/child/onPressed,pop,pop,,,,skip,no source / pop
lib/stac/tobank/flows/verify_identity/json/verify_identity_national_card_back.json,/child/body/child/children[1]/child/onPressed,push,widgetType=verify_identity_selfie,dart,verify_identity_selfie,,auto,registry key == fileName
lib/stac/tobank/flows/verify_identity/json/verify_identity_national_card_front.json,/child/appBar/actions[0]/child/onPressed,pop,pop,,,,skip,no source / pop
lib/stac/tobank/flows/verify_identity/json/verify_identity_national_card_front.json,/child/body/child/children[1]/child/children[0]/onPressed,push,widgetType=verify_identity_old_national_card,dart,verify_identity_old_national_card,,auto,registry key == fileName
lib/stac/tobank/flows/verify_identity/json/verify_identity_national_card_front.json,/child/body/child/children[1]/child/children[2]/onPressed,push,widgetType=verify_identity_national_card_back,dart,verify_identity_national_card_back,,auto,registry key == fileName
lib/stac/tobank/flows/verify_identity/json/verify_identity_old_national_card.json,/child/appBar/actions[0]/child/onPressed/actions[1],pop,pop,,,,skip,no source / pop
lib/stac/tobank/flows/verify_identity/json/verify_identity_postal_code.json,/child/appBar/actions[0]/child/onPressed,pop,pop,,,,skip,no source / pop
lib/stac/tobank/flows/verify_identity/json/verify_identity_postal_code.json,/child/body/child/child/children[1]/child/onPressed,push,routeName=verify_identity_signature,dart,verify_identity_signature,,auto,"routeName is registered dart key, address-equal"
lib/stac/tobank/flows/verify_identity/json/verify_identity_preregister.json,/appBar/actions[0]/child/onPressed,pop,pop,,,,skip,no source / pop
lib/stac/tobank/flows/verify_identity/json/verify_identity_preregister.json,/body/child/children[1]/child/onPressed,push,routeName=verify_identity_verify_otp,dart,verify_identity_verify_otp,,auto,"routeName is registered dart key, address-equal"
lib/stac/tobank/flows/verify_identity/json/verify_identity_registration.json,/child/appBar/actions[0]/child/onPressed,pop,pop,,,,skip,no source / pop
lib/stac/tobank/flows/verify_identity/json/verify_identity_registration.json,/child/body/child/child/children[1]/child/onPressed,push,routeName=test_screen,dart,test_screen,,auto,"routeName is registered dart key, address-equal"
lib/stac/tobank/flows/verify_identity/json/verify_identity_rules.json,/body/child/child/children[2]/child/child/children[12]/child/onPressed,pop,pop,,,,skip,no source / pop
lib/stac/tobank/flows/verify_identity/json/verify_identity_selfie.json,/child/appBar/actions[0]/child/onPressed,pop,pop,,,,skip,no source / pop
lib/stac/tobank/flows/verify_identity/json/verify_identity_selfie.json,/child/body/child/child/children[1]/child/child/child/child/onPressed,push,widgetType=verify_identity_postal_code,dart,verify_identity_postal_code,,auto,registry key == fileName
lib/stac/tobank/flows/verify_identity/json/verify_identity_signature.json,/child/appBar/actions[0]/child/onPressed/actions[1],pop,pop,,,,skip,no source / pop
lib/stac/tobank/flows/verify_identity/json/verify_identity_signature.json,/child/body/child/children[1]/child/onPressed/actions[1],push,routeName=verify_identity_certificate_generator,dart,verify_identity_certificate_generator,,auto,"routeName is registered dart key, address-equal"
lib/stac/tobank/flows/verify_identity/json/verify_identity_signature_guide.json,/appBar/leading/onPressed,pop,pop,,,,skip,no source / pop
lib/stac/tobank/flows/verify_identity/json/verify_identity_signature_guide.json,/body/child/children[1]/child/children[2]/onTap,push,routeName=verify_identity_signature_visual_guide,dart,verify_identity_signature_visual_guide,,auto,"routeName is registered dart key, address-equal"
lib/stac/tobank/flows/verify_identity/json/verify_identity_signature_visual_guide.json,/appBar/leading/onPressed,pop,pop,,,,skip,no source / pop
lib/stac/tobank/flows/verify_identity/json/verify_identity_signature_visual_guide.json,/body/child/children[1]/children[1]/child/onPressed,pop,pop,,,,skip,no source / pop
lib/stac/tobank/flows/verify_identity/json/verify_identity_verify_otp.json,/child/appBar/actions[0]/child/onPressed,pop,pop,,,,skip,no source / pop
lib/stac/tobank/flows/verify_identity/json/verify_identity_verify_otp.json,/child/body/child/child/children[1]/child/onPressed,push,routeName=verify_identity_national_card_front,dart,verify_identity_national_card_front,,auto,"routeName is registered dart key, address-equal"
lib/stac/tobank/menu/api/GET_tobank_menu.json,/GET/data/body/template/itemTemplate/child/onTap,,widgetType={{widgetType}},dart,{{widgetType}},,auto,registry key == fileName
